,year,month,day,hour,num_calls,BRONX,BROOKLYN,MANHATTAN,QUEENS,RICHMOND / STATEN ISLAND,UNKNOWN,STATION,NAME,DATE,PRCP,SNOW,SNWD,TMAX,TMIN,TAVG_CALC,Incidences
0,2010,1,2,2,93,25,23,20,20,5,0,USW00094728,"NY CITY CENTRAL PARK, NY US",2010-01-02,0.02,0.2,0.0,34.0,17.0,25.5,1
1,2010,1,2,3,88,22,28,19,15,4,0,USW00094728,"NY CITY CENTRAL PARK, NY US",2010-01-02,0.02,0.2,0.0,34.0,17.0,25.5,1
2,2010,1,3,12,144,43,42,33,26,0,0,USW00094728,"NY CITY CENTRAL PARK, NY US",2010-01-03,0.0,0.0,0.0,22.0,17.0,19.5,1
3,2010,1,4,1,94,23,34,20,11,6,0,USW00094728,"NY CITY CENTRAL PARK, NY US",2010-01-04,0.0,0.0,0.0,30.0,19.0,24.5,2
4,2010,1,4,10,219,53,67,54,34,11,0,USW00094728,"NY CITY CENTRAL PARK, NY US",2010-01-04,0.0,0.0,0.0,30.0,19.0,24.5,2
5,2010,1,4,11,196,55,53,43,40,5,0,USW00094728,"NY CITY CENTRAL PARK, NY US",2010-01-04,0.0,0.0,0.0,30.0,19.0,24.5,2
6,2010,1,7,1,77,17,21,24,11,4,0,USW00094728,"NY CITY CENTRAL PARK, NY US",2010-01-07,0.0,0.0,0.0,37.0,30.0,33.5,2
7,2010,1,7,10,188,44,58,39,36,11,0,USW00094728,"NY CITY CENTRAL PARK, NY US",2010-01-07,0.0,0.0,0.0,37.0,30.0,33.5,3
8,2010,1,7,11,179,46,38,50,36,9,0,USW00094728,"NY CITY CENTRAL PARK, NY US",2010-01-07,0.0,0.0,0.0,37.0,30.0,33.5,4
9,2010,1,7,12,122,24,49,26,19,4,0,USW00094728,"NY CITY CENTRAL PARK, NY US",2010-01-07,0.0,0.0,0.0,37.0,30.0,33.5,1
10,2010,1,8,6,71,14,29,10,16,2,0,USW00094728,"NY CITY CENTRAL PARK, NY US",2010-01-08,0.05,0.6,0.0,33.0,23.0,28.0,1
11,2010,1,9,6,63,12,13,16,16,6,0,USW00094728,"NY CITY CENTRAL PARK, NY US",2010-01-09,0.0,0.0,0.0,30.0,18.0,24.0,3
12,2010,1,9,8,97,20,42,16,17,2,0,USW00094728,"NY CITY CENTRAL PARK, NY US",2010-01-09,0.0,0.0,0.0,30.0,18.0,24.0,2
13,2010,1,9,9,135,44,42,19,27,3,0,USW00094728,"NY CITY CENTRAL PARK, NY US",2010-01-09,0.0,0.0,0.0,30.0,18.0,24.0,1
14,2010,1,9,10,150,40,35,39,28,8,0,USW00094728,"NY CITY CENTRAL PARK, NY US",2010-01-09,0.0,0.0,0.0,30.0,18.0,24.0,4
15,2010,1,9,11,139,34,49,30,25,1,0,USW00094728,"NY CITY CENTRAL PARK, NY US",2010-01-09,0.0,0.0,0.0,30.0,18.0,24.0,3
16,2010,1,10,2,110,25,32,38,8,7,0,USW00094728,"NY CITY CENTRAL PARK, NY US",2010-01-10,0.0,0.0,0.0,28.0,14.0,21.0,3
17,2010,1,10,8,92,27,29,12,20,4,0,USW00094728,"NY CITY CENTRAL PARK, NY US",2010-01-10,0.0,0.0,0.0,28.0,14.0,21.0,1
18,2010,1,10,9,125,19,43,28,32,3,0,USW00094728,"NY CITY CENTRAL PARK, NY US",2010-01-10,0.0,0.0,0.0,28.0,14.0,21.0,2
19,2010,1,10,12,132,29,45,34,22,2,0,USW00094728,"NY CITY CENTRAL PARK, NY US",2010-01-10,0.0,0.0,0.0,28.0,14.0,21.0,2
20,2010,1,14,4,54,10,18,12,9,5,0,USW00094728,"NY CITY CENTRAL PARK, NY US",2010-01-14,0.0,0.0,0.0,42.0,30.0,36.0,1
21,2010,1,15,8,149,35,40,32,36,6,0,USW00094728,"NY CITY CENTRAL PARK, NY US",2010-01-15,0.0,0.0,0.0,50.0,35.0,42.5,3
22,2010,1,15,10,190,40,62,46,35,7,0,USW00094728,"NY CITY CENTRAL PARK, NY US",2010-01-15,0.0,0.0,0.0,50.0,35.0,42.5,1
23,2010,1,16,2,109,25,25,37,20,2,0,USW00094728,"NY CITY CENTRAL PARK, NY US",2010-01-16,0.0,0.0,0.0,49.0,38.0,43.5,2
24,2010,1,16,3,111,25,38,27,17,4,0,USW00094728,"NY CITY CENTRAL PARK, NY US",2010-01-16,0.0,0.0,0.0,49.0,38.0,43.5,1
25,2010,1,16,10,158,31,38,35,47,7,0,USW00094728,"NY CITY CENTRAL PARK, NY US",2010-01-16,0.0,0.0,0.0,49.0,38.0,43.5,4
26,2010,1,16,11,168,48,48,22,42,8,0,USW00094728,"NY CITY CENTRAL PARK, NY US",2010-01-16,0.0,0.0,0.0,49.0,38.0,43.5,1
27,2010,1,16,12,125,22,49,23,27,4,0,USW00094728,"NY CITY CENTRAL PARK, NY US",2010-01-16,0.0,0.0,0.0,49.0,38.0,43.5,5
28,2010,1,17,4,110,30,30,33,12,5,0,USW00094728,"NY CITY CENTRAL PARK, NY US",2010-01-17,0.57,0.0,0.0,46.0,35.0,40.5,2
29,2010,1,17,10,126,28,38,23,28,9,0,USW00094728,"NY CITY CENTRAL PARK, NY US",2010-01-17,0.57,0.0,0.0,46.0,35.0,40.5,14
30,2010,1,19,5,76,23,16,19,17,1,0,USW00094728,"NY CITY CENTRAL PARK, NY US",2010-01-19,0.0,0.0,0.0,48.0,40.0,44.0,1
31,2010,1,21,1,91,23,23,21,19,5,0,USW00094728,"NY CITY CENTRAL PARK, NY US",2010-01-21,0.0,0.0,0.0,41.0,31.0,36.0,2
32,2010,1,21,12,113,21,45,24,14,9,0,USW00094728,"NY CITY CENTRAL PARK, NY US",2010-01-21,0.0,0.0,0.0,41.0,31.0,36.0,6
33,2010,1,23,1,127,35,32,35,22,3,0,USW00094728,"NY CITY CENTRAL PARK, NY US",2010-01-23,0.0,0.0,0.0,40.0,28.0,34.0,1
34,2010,1,23,3,106,22,29,29,23,3,0,USW00094728,"NY CITY CENTRAL PARK, NY US",2010-01-23,0.0,0.0,0.0,40.0,28.0,34.0,1
35,2010,1,23,5,93,28,21,26,17,1,0,USW00094728,"NY CITY CENTRAL PARK, NY US",2010-01-23,0.0,0.0,0.0,40.0,28.0,34.0,3
36,2010,1,23,6,66,14,20,14,14,4,0,USW00094728,"NY CITY CENTRAL PARK, NY US",2010-01-23,0.0,0.0,0.0,40.0,28.0,34.0,1
37,2010,1,23,7,60,10,14,15,19,2,0,USW00094728,"NY CITY CENTRAL PARK, NY US",2010-01-23,0.0,0.0,0.0,40.0,28.0,34.0,1
38,2010,1,23,8,88,24,30,19,10,5,0,USW00094728,"NY CITY CENTRAL PARK, NY US",2010-01-23,0.0,0.0,0.0,40.0,28.0,34.0,1
39,2010,1,23,12,130,29,38,37,26,0,0,USW00094728,"NY CITY CENTRAL PARK, NY US",2010-01-23,0.0,0.0,0.0,40.0,28.0,34.0,2
40,2010,1,24,2,126,29,34,34,20,9,0,USW00094728,"NY CITY CENTRAL PARK, NY US",2010-01-24,0.02,0.0,0.0,50.0,32.0,41.0,9
41,2010,1,25,2,92,27,21,24,14,6,0,USW00094728,"NY CITY CENTRAL PARK, NY US",2010-01-25,1.25,0.0,0.0,57.0,49.0,53.0,4
42,2010,1,25,3,72,21,21,15,13,2,0,USW00094728,"NY CITY CENTRAL PARK, NY US",2010-01-25,1.25,0.0,0.0,57.0,49.0,53.0,12
43,2010,1,25,4,71,18,21,17,13,2,0,USW00094728,"NY CITY CENTRAL PARK, NY US",2010-01-25,1.25,0.0,0.0,57.0,49.0,53.0,16
44,2010,1,25,5,71,14,22,21,11,3,0,USW00094728,"NY CITY CENTRAL PARK, NY US",2010-01-25,1.25,0.0,0.0,57.0,49.0,53.0,15
45,2010,1,25,6,78,17,16,21,19,5,0,USW00094728,"NY CITY CENTRAL PARK, NY US",2010-01-25,1.25,0.0,0.0,57.0,49.0,53.0,9
46,2010,1,25,8,170,41,41,51,29,8,0,USW00094728,"NY CITY CENTRAL PARK, NY US",2010-01-25,1.25,0.0,0.0,57.0,49.0,53.0,10
47,2010,1,27,1,70,22,17,19,10,2,0,USW00094728,"NY CITY CENTRAL PARK, NY US",2010-01-27,0.0,0.0,0.0,39.0,31.0,35.0,1
48,2010,1,28,9,172,43,55,36,27,11,0,USW00094728,"NY CITY CENTRAL PARK, NY US",2010-01-28,0.09,1.3,0.0,42.0,20.0,31.0,1
49,2010,1,28,11,180,43,53,45,35,4,0,USW00094728,"NY CITY CENTRAL PARK, NY US",2010-01-28,0.09,1.3,0.0,42.0,20.0,31.0,2
50,2010,1,28,12,93,19,28,24,20,2,0,USW00094728,"NY CITY CENTRAL PARK, NY US",2010-01-28,0.09,1.3,0.0,42.0,20.0,31.0,10
51,2010,1,29,1,66,13,23,19,9,2,0,USW00094728,"NY CITY CENTRAL PARK, NY US",2010-01-29,0.0,0.0,0.0,23.0,16.0,19.5,3
52,2010,1,29,9,150,36,43,35,33,3,0,USW00094728,"NY CITY CENTRAL PARK, NY US",2010-01-29,0.0,0.0,0.0,23.0,16.0,19.5,1
53,2010,1,29,10,159,43,43,38,28,7,0,USW00094728,"NY CITY CENTRAL PARK, NY US",2010-01-29,0.0,0.0,0.0,23.0,16.0,19.5,4
54,2010,1,29,12,104,29,33,20,18,4,0,USW00094728,"NY CITY CENTRAL PARK, NY US",2010-01-29,0.0,0.0,0.0,23.0,16.0,19.5,1
55,2010,1,30,2,123,25,34,38,21,5,0,USW00094728,"NY CITY CENTRAL PARK, NY US",2010-01-30,0.0,0.0,0.0,20.0,13.0,16.5,1
56,2010,1,30,4,105,22,30,26,22,5,0,USW00094728,"NY CITY CENTRAL PARK, NY US",2010-01-30,0.0,0.0,0.0,20.0,13.0,16.5,2
57,2010,1,30,5,74,19,22,17,15,1,0,USW00094728,"NY CITY CENTRAL PARK, NY US",2010-01-30,0.0,0.0,0.0,20.0,13.0,16.5,2
58,2010,1,30,6,78,19,29,16,13,1,0,USW00094728,"NY CITY CENTRAL PARK, NY US",2010-01-30,0.0,0.0,0.0,20.0,13.0,16.5,1
59,2010,1,30,7,80,22,32,10,14,2,0,USW00094728,"NY CITY CENTRAL PARK, NY US",2010-01-30,0.0,0.0,0.0,20.0,13.0,16.5,6
60,2010,1,30,8,87,17,29,23,14,4,0,USW00094728,"NY CITY CENTRAL PARK, NY US",2010-01-30,0.0,0.0,0.0,20.0,13.0,16.5,1
61,2010,1,30,9,119,28,32,20,33,6,0,USW00094728,"NY CITY CENTRAL PARK, NY US",2010-01-30,0.0,0.0,0.0,20.0,13.0,16.5,1
62,2010,1,30,12,133,25,42,25,27,14,0,USW00094728,"NY CITY CENTRAL PARK, NY US",2010-01-30,0.0,0.0,0.0,20.0,13.0,16.5,12
63,2010,1,31,6,82,22,22,18,19,1,0,USW00094728,"NY CITY CENTRAL PARK, NY US",2010-01-31,0.0,0.0,0.0,30.0,14.0,22.0,3
64,2010,2,3,2,84,20,23,17,21,3,0,USW00094728,"NY CITY CENTRAL PARK, NY US",2010-02-03,0.06,0.2,1.0,39.0,29.0,34.0,3
65,2010,2,4,1,107,27,31,27,18,4,0,USW00094728,"NY CITY CENTRAL PARK, NY US",2010-02-04,0.0,0.0,0.0,37.0,28.0,32.5,2
66,2010,2,4,2,79,17,21,19,15,7,0,USW00094728,"NY CITY CENTRAL PARK, NY US",2010-02-04,0.0,0.0,0.0,37.0,28.0,32.5,2
67,2010,2,4,11,205,48,62,41,42,12,0,USW00094728,"NY CITY CENTRAL PARK, NY US",2010-02-04,0.0,0.0,0.0,37.0,28.0,32.5,4
68,2010,2,6,1,124,23,39,34,26,2,0,USW00094728,"NY CITY CENTRAL PARK, NY US",2010-02-06,0.0,0.0,0.0,33.0,20.0,26.5,3
69,2010,2,6,4,88,16,26,19,23,4,0,USW00094728,"NY CITY CENTRAL PARK, NY US",2010-02-06,0.0,0.0,0.0,33.0,20.0,26.5,1
70,2010,2,6,5,66,13,17,18,15,3,0,USW00094728,"NY CITY CENTRAL PARK, NY US",2010-02-06,0.0,0.0,0.0,33.0,20.0,26.5,2
71,2010,2,6,6,75,14,25,19,15,2,0,USW00094728,"NY CITY CENTRAL PARK, NY US",2010-02-06,0.0,0.0,0.0,33.0,20.0,26.5,3
72,2010,2,6,7,94,21,33,21,14,5,0,USW00094728,"NY CITY CENTRAL PARK, NY US",2010-02-06,0.0,0.0,0.0,33.0,20.0,26.5,4
73,2010,2,6,9,115,28,37,26,18,6,0,USW00094728,"NY CITY CENTRAL PARK, NY US",2010-02-06,0.0,0.0,0.0,33.0,20.0,26.5,1
74,2010,2,6,10,129,27,47,31,20,4,0,USW00094728,"NY CITY CENTRAL PARK, NY US",2010-02-06,0.0,0.0,0.0,33.0,20.0,26.5,2
75,2010,2,6,11,155,40,44,32,30,9,0,USW00094728,"NY CITY CENTRAL PARK, NY US",2010-02-06,0.0,0.0,0.0,33.0,20.0,26.5,2
76,2010,2,6,12,141,30,53,36,17,5,0,USW00094728,"NY CITY CENTRAL PARK, NY US",2010-02-06,0.0,0.0,0.0,33.0,20.0,26.5,4
77,2010,2,7,5,92,20,30,23,16,3,0,USW00094728,"NY CITY CENTRAL PARK, NY US",2010-02-07,0.0,0.0,0.0,34.0,17.0,25.5,2
78,2010,2,9,9,198,61,60,51,20,6,0,USW00094728,"NY CITY CENTRAL PARK, NY US",2010-02-09,0.0,0.0,0.0,42.0,28.0,35.0,1
79,2010,2,10,4,62,12,22,14,13,1,0,USW00094728,"NY CITY CENTRAL PARK, NY US",2010-02-10,1.33,10.0,2.0,34.0,30.0,32.0,1
80,2010,2,10,8,144,40,39,27,32,6,0,USW00094728,"NY CITY CENTRAL PARK, NY US",2010-02-10,1.33,10.0,2.0,34.0,30.0,32.0,2
81,2010,2,10,9,121,31,36,29,22,3,0,USW00094728,"NY CITY CENTRAL PARK, NY US",2010-02-10,1.33,10.0,2.0,34.0,30.0,32.0,1
82,2010,2,10,12,103,25,34,27,15,2,0,USW00094728,"NY CITY CENTRAL PARK, NY US",2010-02-10,1.33,10.0,2.0,34.0,30.0,32.0,1
83,2010,2,11,3,57,27,7,14,9,0,0,USW00094728,"NY CITY CENTRAL PARK, NY US",2010-02-11,0.0,0.0,10.0,37.0,28.0,32.5,6
84,2010,2,11,4,60,8,21,14,14,3,0,USW00094728,"NY CITY CENTRAL PARK, NY US",2010-02-11,0.0,0.0,10.0,37.0,28.0,32.5,2
85,2010,2,11,5,88,18,33,20,12,5,0,USW00094728,"NY CITY CENTRAL PARK, NY US",2010-02-11,0.0,0.0,10.0,37.0,28.0,32.5,10
86,2010,2,11,12,97,24,31,24,12,6,0,USW00094728,"NY CITY CENTRAL PARK, NY US",2010-02-11,0.0,0.0,10.0,37.0,28.0,32.5,1
87,2010,2,12,7,128,42,32,26,22,6,0,USW00094728,"NY CITY CENTRAL PARK, NY US",2010-02-12,0.0,0.0,8.0,37.0,26.0,31.5,1
88,2010,2,12,8,170,34,44,39,42,11,0,USW00094728,"NY CITY CENTRAL PARK, NY US",2010-02-12,0.0,0.0,8.0,37.0,26.0,31.5,4
89,2010,2,12,9,214,36,68,62,37,11,0,USW00094728,"NY CITY CENTRAL PARK, NY US",2010-02-12,0.0,0.0,8.0,37.0,26.0,31.5,1
90,2010,2,13,2,110,30,24,32,20,4,0,USW00094728,"NY CITY CENTRAL PARK, NY US",2010-02-13,0.0,0.0,8.0,32.0,24.0,28.0,2
91,2010,2,13,3,108,19,40,24,21,4,0,USW00094728,"NY CITY CENTRAL PARK, NY US",2010-02-13,0.0,0.0,8.0,32.0,24.0,28.0,2
92,2010,2,13,4,117,29,34,32,21,1,0,USW00094728,"NY CITY CENTRAL PARK, NY US",2010-02-13,0.0,0.0,8.0,32.0,24.0,28.0,4
93,2010,2,13,5,83,29,24,14,13,3,0,USW00094728,"NY CITY CENTRAL PARK, NY US",2010-02-13,0.0,0.0,8.0,32.0,24.0,28.0,9
94,2010,2,13,6,61,11,18,14,16,2,0,USW00094728,"NY CITY CENTRAL PARK, NY US",2010-02-13,0.0,0.0,8.0,32.0,24.0,28.0,2
95,2010,2,13,10,150,22,60,36,28,4,0,USW00094728,"NY CITY CENTRAL PARK, NY US",2010-02-13,0.0,0.0,8.0,32.0,24.0,28.0,1
96,2010,2,14,8,87,15,32,25,10,5,0,USW00094728,"NY CITY CENTRAL PARK, NY US",2010-02-14,0.0,0.0,8.0,39.0,28.0,33.5,1
97,2010,2,15,8,119,39,33,21,24,2,0,USW00094728,"NY CITY CENTRAL PARK, NY US",2010-02-15,0.01,0.0,7.0,40.0,27.0,33.5,1
98,2010,2,16,8,134,30,32,32,34,6,0,USW00094728,"NY CITY CENTRAL PARK, NY US",2010-02-16,0.43,5.0,6.0,33.0,29.0,31.0,12
99,2010,2,16,12,119,30,38,28,19,4,0,USW00094728,"NY CITY CENTRAL PARK, NY US",2010-02-16,0.43,5.0,6.0,33.0,29.0,31.0,2
100,2010,2,17,9,195,38,63,52,38,4,0,USW00094728,"NY CITY CENTRAL PARK, NY US",2010-02-17,0.0,0.0,10.0,35.0,26.0,30.5,1
101,2010,2,18,1,99,20,38,23,15,3,0,USW00094728,"NY CITY CENTRAL PARK, NY US",2010-02-18,0.0,0.0,8.0,40.0,32.0,36.0,2
102,2010,2,18,9,164,41,52,39,27,5,0,USW00094728,"NY CITY CENTRAL PARK, NY US",2010-02-18,0.0,0.0,8.0,40.0,32.0,36.0,1
103,2010,2,18,10,177,41,52,44,31,9,0,USW00094728,"NY CITY CENTRAL PARK, NY US",2010-02-18,0.0,0.0,8.0,40.0,32.0,36.0,1
104,2010,2,19,4,57,16,18,15,6,2,0,USW00094728,"NY CITY CENTRAL PARK, NY US",2010-02-19,0.0,0.0,6.0,43.0,35.0,39.0,2
105,2010,2,19,10,167,30,60,44,25,8,0,USW00094728,"NY CITY CENTRAL PARK, NY US",2010-02-19,0.0,0.0,6.0,43.0,35.0,39.0,1
106,2010,2,19,11,171,41,46,33,41,10,0,USW00094728,"NY CITY CENTRAL PARK, NY US",2010-02-19,0.0,0.0,6.0,43.0,35.0,39.0,1
107,2010,2,20,2,117,31,33,21,26,6,0,USW00094728,"NY CITY CENTRAL PARK, NY US",2010-02-20,0.0,0.0,4.0,44.0,35.0,39.5,2
108,2010,2,20,4,120,38,26,36,16,4,0,USW00094728,"NY CITY CENTRAL PARK, NY US",2010-02-20,0.0,0.0,4.0,44.0,35.0,39.5,6
109,2010,2,20,5,94,27,28,11,24,4,0,USW00094728,"NY CITY CENTRAL PARK, NY US",2010-02-20,0.0,0.0,4.0,44.0,35.0,39.5,1
110,2010,2,20,6,75,12,26,17,14,6,0,USW00094728,"NY CITY CENTRAL PARK, NY US",2010-02-20,0.0,0.0,4.0,44.0,35.0,39.5,3
111,2010,2,20,8,106,23,37,16,21,9,0,USW00094728,"NY CITY CENTRAL PARK, NY US",2010-02-20,0.0,0.0,4.0,44.0,35.0,39.5,1
112,2010,2,20,9,116,26,40,12,30,8,0,USW00094728,"NY CITY CENTRAL PARK, NY US",2010-02-20,0.0,0.0,4.0,44.0,35.0,39.5,4
113,2010,2,20,12,137,26,47,36,25,3,0,USW00094728,"NY CITY CENTRAL PARK, NY US",2010-02-20,0.0,0.0,4.0,44.0,35.0,39.5,1
114,2010,2,21,5,75,18,23,17,16,1,0,USW00094728,"NY CITY CENTRAL PARK, NY US",2010-02-21,0.0,0.0,3.0,46.0,33.0,39.5,1
115,2010,2,23,2,65,17,12,23,10,3,0,USW00094728,"NY CITY CENTRAL PARK, NY US",2010-02-23,1.2,0.0,0.0,38.0,35.0,36.5,1
116,2010,2,23,4,63,14,17,17,14,1,0,USW00094728,"NY CITY CENTRAL PARK, NY US",2010-02-23,1.2,0.0,0.0,38.0,35.0,36.5,8
117,2010,2,23,8,161,34,51,36,29,11,0,USW00094728,"NY CITY CENTRAL PARK, NY US",2010-02-23,1.2,0.0,0.0,38.0,35.0,36.5,1
118,2010,2,24,2,77,23,23,16,13,2,0,USW00094728,"NY CITY CENTRAL PARK, NY US",2010-02-24,0.42,0.0,0.0,42.0,36.0,39.0,1
119,2010,2,24,7,95,26,30,19,17,3,0,USW00094728,"NY CITY CENTRAL PARK, NY US",2010-02-24,0.42,0.0,0.0,42.0,36.0,39.0,12
120,2010,2,24,12,90,22,30,16,19,3,0,USW00094728,"NY CITY CENTRAL PARK, NY US",2010-02-24,0.42,0.0,0.0,42.0,36.0,39.0,21
121,2010,2,25,2,71,11,28,20,12,0,0,USW00094728,"NY CITY CENTRAL PARK, NY US",2010-02-25,2.0,9.4,0.0,38.0,27.0,32.5,2
122,2010,2,25,3,69,11,22,21,13,2,0,USW00094728,"NY CITY CENTRAL PARK, NY US",2010-02-25,2.0,9.4,0.0,38.0,27.0,32.5,1
123,2010,2,25,6,78,23,18,19,16,2,0,USW00094728,"NY CITY CENTRAL PARK, NY US",2010-02-25,2.0,9.4,0.0,38.0,27.0,32.5,1
124,2010,2,25,10,181,48,59,44,26,4,0,USW00094728,"NY CITY CENTRAL PARK, NY US",2010-02-25,2.0,9.4,0.0,38.0,27.0,32.5,1
125,2010,2,25,11,172,38,55,44,28,7,0,USW00094728,"NY CITY CENTRAL PARK, NY US",2010-02-25,2.0,9.4,0.0,38.0,27.0,32.5,1
126,2010,2,26,3,62,15,11,22,11,3,0,USW00094728,"NY CITY CENTRAL PARK, NY US",2010-02-26,1.17,11.5,14.0,33.0,26.0,29.5,1
127,2010,2,26,4,59,15,10,16,15,3,0,USW00094728,"NY CITY CENTRAL PARK, NY US",2010-02-26,1.17,11.5,14.0,33.0,26.0,29.5,6
128,2010,2,26,8,127,31,37,29,27,3,0,USW00094728,"NY CITY CENTRAL PARK, NY US",2010-02-26,1.17,11.5,14.0,33.0,26.0,29.5,10
129,2010,2,26,9,167,42,44,38,38,5,0,USW00094728,"NY CITY CENTRAL PARK, NY US",2010-02-26,1.17,11.5,14.0,33.0,26.0,29.5,1
130,2010,2,26,12,118,34,39,27,12,6,0,USW00094728,"NY CITY CENTRAL PARK, NY US",2010-02-26,1.17,11.5,14.0,33.0,26.0,29.5,1
131,2010,2,27,4,101,21,29,21,25,5,0,USW00094728,"NY CITY CENTRAL PARK, NY US",2010-02-27,0.01,0.0,21.0,38.0,29.0,33.5,5
132,2010,2,27,6,87,23,20,20,21,3,0,USW00094728,"NY CITY CENTRAL PARK, NY US",2010-02-27,0.01,0.0,21.0,38.0,29.0,33.5,9
133,2010,2,27,7,100,24,31,18,17,10,0,USW00094728,"NY CITY CENTRAL PARK, NY US",2010-02-27,0.01,0.0,21.0,38.0,29.0,33.5,5
134,2010,2,27,8,124,23,30,35,30,6,0,USW00094728,"NY CITY CENTRAL PARK, NY US",2010-02-27,0.01,0.0,21.0,38.0,29.0,33.5,1
135,2010,2,27,9,134,25,55,25,23,6,0,USW00094728,"NY CITY CENTRAL PARK, NY US",2010-02-27,0.01,0.0,21.0,38.0,29.0,33.5,2
136,2010,2,27,12,132,36,43,27,22,4,0,USW00094728,"NY CITY CENTRAL PARK, NY US",2010-02-27,0.01,0.0,21.0,38.0,29.0,33.5,1
137,2010,2,28,6,87,19,21,23,20,4,0,USW00094728,"NY CITY CENTRAL PARK, NY US",2010-02-28,0.0,0.0,15.0,40.0,33.0,36.5,1
138,2010,2,28,7,74,17,33,9,10,5,0,USW00094728,"NY CITY CENTRAL PARK, NY US",2010-02-28,0.0,0.0,15.0,40.0,33.0,36.5,2
139,2010,2,28,12,151,27,43,47,26,8,0,USW00094728,"NY CITY CENTRAL PARK, NY US",2010-02-28,0.0,0.0,15.0,40.0,33.0,36.5,11
140,2010,3,2,7,108,25,36,20,23,4,0,USW00094728,"NY CITY CENTRAL PARK, NY US",2010-03-02,0.01,0.0,7.0,47.0,36.0,41.5,1
141,2010,3,2,8,123,34,34,29,23,3,0,USW00094728,"NY CITY CENTRAL PARK, NY US",2010-03-02,0.01,0.0,7.0,47.0,36.0,41.5,4
142,2010,3,3,8,158,30,53,36,32,7,0,USW00094728,"NY CITY CENTRAL PARK, NY US",2010-03-03,0.07,0.0,4.0,41.0,34.0,37.5,1
143,2010,3,4,4,61,9,25,12,12,3,0,USW00094728,"NY CITY CENTRAL PARK, NY US",2010-03-04,0.0,0.0,0.0,47.0,35.0,41.0,6
144,2010,3,4,8,117,34,30,22,24,7,0,USW00094728,"NY CITY CENTRAL PARK, NY US",2010-03-04,0.0,0.0,0.0,47.0,35.0,41.0,3
145,2010,3,4,12,110,21,41,31,16,1,0,USW00094728,"NY CITY CENTRAL PARK, NY US",2010-03-04,0.0,0.0,0.0,47.0,35.0,41.0,1
146,2010,3,6,3,122,28,38,24,29,3,0,USW00094728,"NY CITY CENTRAL PARK, NY US",2010-03-06,0.0,0.0,0.0,54.0,32.0,43.0,1
147,2010,3,6,4,115,25,29,26,32,3,0,USW00094728,"NY CITY CENTRAL PARK, NY US",2010-03-06,0.0,0.0,0.0,54.0,32.0,43.0,4
148,2010,3,6,5,96,28,33,17,16,2,0,USW00094728,"NY CITY CENTRAL PARK, NY US",2010-03-06,0.0,0.0,0.0,54.0,32.0,43.0,6
149,2010,3,6,6,81,21,18,21,18,3,0,USW00094728,"NY CITY CENTRAL PARK, NY US",2010-03-06,0.0,0.0,0.0,54.0,32.0,43.0,6
150,2010,3,6,7,95,29,24,22,17,3,0,USW00094728,"NY CITY CENTRAL PARK, NY US",2010-03-06,0.0,0.0,0.0,54.0,32.0,43.0,5
151,2010,3,6,8,101,22,26,23,24,6,0,USW00094728,"NY CITY CENTRAL PARK, NY US",2010-03-06,0.0,0.0,0.0,54.0,32.0,43.0,4
152,2010,3,6,9,126,35,25,29,27,10,0,USW00094728,"NY CITY CENTRAL PARK, NY US",2010-03-06,0.0,0.0,0.0,54.0,32.0,43.0,1
153,2010,3,6,10,136,29,40,30,28,9,0,USW00094728,"NY CITY CENTRAL PARK, NY US",2010-03-06,0.0,0.0,0.0,54.0,32.0,43.0,2
154,2010,3,7,6,90,21,24,25,17,3,0,USW00094728,"NY CITY CENTRAL PARK, NY US",2010-03-07,0.0,0.0,0.0,57.0,37.0,47.0,2
155,2010,3,10,1,90,24,31,17,16,2,0,USW00094728,"NY CITY CENTRAL PARK, NY US",2010-03-10,0.0,0.0,0.0,57.0,44.0,50.5,1
156,2010,3,10,3,59,15,19,9,12,4,0,USW00094728,"NY CITY CENTRAL PARK, NY US",2010-03-10,0.0,0.0,0.0,57.0,44.0,50.5,1
157,2010,3,10,4,75,17,28,17,11,2,0,USW00094728,"NY CITY CENTRAL PARK, NY US",2010-03-10,0.0,0.0,0.0,57.0,44.0,50.5,2
158,2010,3,10,8,150,43,43,30,31,3,0,USW00094728,"NY CITY CENTRAL PARK, NY US",2010-03-10,0.0,0.0,0.0,57.0,44.0,50.5,3
159,2010,3,10,11,229,60,59,52,48,10,0,USW00094728,"NY CITY CENTRAL PARK, NY US",2010-03-10,0.0,0.0,0.0,57.0,44.0,50.5,1
160,2010,3,11,4,62,10,18,16,16,2,0,USW00094728,"NY CITY CENTRAL PARK, NY US",2010-03-11,0.0,0.0,0.0,53.0,42.0,47.5,6
161,2010,3,12,2,86,17,26,17,24,2,0,USW00094728,"NY CITY CENTRAL PARK, NY US",2010-03-12,0.21,0.0,0.0,43.0,39.0,41.0,2
162,2010,3,12,6,67,14,21,18,12,2,0,USW00094728,"NY CITY CENTRAL PARK, NY US",2010-03-12,0.21,0.0,0.0,43.0,39.0,41.0,1
163,2010,3,12,9,169,45,49,38,34,3,0,USW00094728,"NY CITY CENTRAL PARK, NY US",2010-03-12,0.21,0.0,0.0,43.0,39.0,41.0,1
164,2010,3,13,2,116,32,22,35,21,6,0,USW00094728,"NY CITY CENTRAL PARK, NY US",2010-03-13,3.86,0.0,0.0,46.0,38.0,42.0,1
